2005,mercedes-benz,cclass,$6500,,, good, 8 cylinders, rwd, gas, black,, clean, automatic, convertible
2005,NISSAN,QUEST,$3995,,,,,, gas,,, clean, automatic,
2006,FORD,EXPLORER XLT,$5995,,,,,, gas,,, clean, automatic,
2006,HONDA,PILOT EX-L,$5995,,,,,, gas,,, clean, automatic,
2003,mini,cooper,$3995,,,,,, gas,,, clean, manual,
2001,toyota,sequoia limited,$10500,, 139000, excellent, 8 cylinders, 4wd, gas,,, clean, automatic,
1997,Ford,F-350,$13500, 3FEKF38GXVMA57599, 177776, good, 8 cylinders, 4wd, gas, red, full-size, clean, manual, truck
2000,ford,escort zx2,$1400,,,,,, gas,,, clean, automatic,
2000,subaru,outback wagon,$1650,, 199820, good, 4 cylinders, 4wd, gas, green, compact, clean, manual, wagon
2006,TOYOTA,TUNDRA DOUBLE CAB 4WD,$12995,,,,,, gas,,, clean, automatic,
2016,FORD,ESCAPE,$19990, 1FMCU9G97GUC13018, 30507,,,, gas, black,, clean, automatic,
2014,MITSUBISHI,OUTLANDER SPORT,$13990, 4A4AR3AU1EE028700, 58519,,,, gas, silver,, clean, automatic,
2007,Honda,ELEMENT SC,$5600,, 189100, good, 4 cylinders, fwd, gas, silver,, clean, automatic,
2012,BUICK,ENCLAVE,$16990, 5GAKVCED1CJ130201, 96082,,,, gas, white,, clean, automatic,
2012,GMC,ACADIA,$15990, 1GKKVRED8CJ123638, 99602,,,, gas, white,, clean, automatic,
2010,DODGE,DAKOTA,$14990, 1D7CW3GK7AS148033, 96407,,,, gas, black,, clean, automatic,
2003,Ford,Focus Wagon SE,$600,, 290000, fair, 4 cylinders, fwd, gas, grey, full-size, salvage, automatic, wagon
2012,JEEP,LIBERTY,$11990, 1C4PJMAK1CW155547, 115433,,,, gas, silver,, clean, automatic,
2014,CHEVROLET,EQUINOX,$13990, 2GNALBEKXE6267668, 94898,,,, gas, blue,, clean, automatic,
2013,VOLKSWAGEN,CC,$10990, WVWRP7AN2DE563002, 127360,,,, gas,,, clean, automatic,
2010,CADILLAC,SRX,$14990, 3GYFNDEYXAS647950, 89253,,,, gas, black,, clean, automatic,
2009,FORD,F-150,$17990, 1FTPX14V19KA23603, 83390,,,, gas, black,, clean, automatic,
2005,toyota,sienna,$7550,,, excellent, 6 cylinders,, gas, blue,, salvage, automatic, van
2013,FORD,EXPLORER,$16990, 1FM5K7D96DGA90104, 105627,,,, gas, black,, clean, automatic,
2014,FORD,EXPLORER,$19990, 1FM5K8D87EGA92264, 97849,,,, gas, black,, clean, automatic,
2009,FORD,F-150,$20990, 1FTPW14V79FB08022, 82935,,,, gas,,, clean, automatic,
2003,volkswagen,golf,$1000,,, fair, 4 cylinders,, gas, silver,, clean, automatic, sedan
2011,FORD,F-150,$21990, 1FTFW1EF9BFC97832, 93603,,,, gas, white,, clean, automatic,
2005,KIA,SORENTO,$5000, KNDJD733X55342878, 136019,,,, gas, black,, clean, automatic,
2003,Ford,Focus zx3,$750,, 183883,,,, gas,,, clean, automatic,
1999,chevrolet,camaro,$7900, 2G1FP32G3X2106879, 130001, excellent, 8 cylinders, rwd, gas, blue, mid-size, clean, automatic, convertible
1997,Ford,F-350 Dump Truck,$13500,,, good, 8 cylinders, 4wd, gas, red, full-size, clean, manual, truck
2002,GMC,,$8000,,, like new, 6 cylinders,, gas,,, clean, automatic,
2000,Ford,f-150,$2395,, 134800, good, 6 cylinders, rwd, gas, white, full-size, clean, automatic, pickup
2012,kia,optima,$2100,,, excellent, 4 cylinders, fwd, gas, silver, full-size, clean, automatic, sedan
2013,bmw,5 series 528i,$19500,, 42500, excellent, 4 cylinders, rwd, gas, grey, full-size, clean, automatic, sedan
2002,gmc,1500 yukon xl,$6900, 1GKEC16Z32J150257, 178080, excellent, 8 cylinders, rwd, gas, red, full-size, clean, automatic, SUV
1996,jeep,grand cherokee,$1250,,,,,, gas,,, clean, automatic,
1994,lincoln,town car,$3500,, 100600, excellent, 8 cylinders, rwd, gas, black, full-size, clean, automatic, sedan
1999,chrysler,concord,$1000,, 122000, good,,, gas,,, clean, automatic,
1991,Dodge,D150,$6800,,, good, 8 cylinders, rwd, gas,, full-size, clean, automatic, truck
2012,nissan,maxima sv,$2200,,, like new, 6 cylinders,, gas, black, mid-size, clean, automatic, sedan
1995,Honda,Civic,$2200,, 150000, excellent, 4 cylinders,, gas, white,, clean, automatic,
1996,jeep,grand cherokee,$1250,,,,,, gas,,, clean, automatic,
2003,GMC,YUKON DENALI,$12500,, 158000, like new, 8 cylinders, 4wd, gas,, full-size, clean, automatic, SUV
1971,Ford,Mustang,$5000,, 89553, good, 8 cylinders, rwd, gas, brown, full-size, clean, automatic, coupe
2003,ford,f450,$23500,,,, 8 cylinders, 4wd, diesel, red, full-size, clean, automatic, truck
2003,dodge,ram 2500,$12500,, 174000, good, 8 cylinders, 4wd, gas, white, full-size, clean, automatic, truck
2007,Jeep,Wrangler Unlimited,$21500,, 113456, like new,, 4wd, gas, blue, full-size, clean, automatic,
2002,Pontiac,Montana Van,$1950,, 234000, good, 6 cylinders, fwd, gas,, mid-size, rebuilt, automatic, mini-van
1999,ford,explorer 4x4,$400,,,, 6 cylinders, rwd, gas, red,, clean, automatic, SUV
1988,honda,civic hatchback,$1300,,, good,, fwd, gas, white, compact, clean, manual, hatchback
2000,toyota,camry le,$1600, JT2BF22K1Y0259845, 216000, good, 6 cylinders, fwd, gas, brown, compact, clean, automatic, sedan
1999,dodge,ram 1500,$3400,, 156000, good, 8 cylinders, 4wd, gas, green, full-size, clean, automatic, truck
1999,ford,explorer 4x4,$400,, 171000,, 6 cylinders, rwd, gas, red,, clean, automatic, SUV
1994,Rtra,,$1, 1EF1S2927R2453061,, fair,,, other,,, clean, other, other
2005,Nissan,Altima,$4200,,,,,, gas,,, clean, automatic,
1999,porsche,911 carrera,$18700,,, excellent, 6 cylinders, rwd, gas, white,, clean, manual,
2003,honda,accord,$3000,,,,,, gas,,, clean, manual,
1997,nissan,sentra,$800,, 208000,,,, gas,,, clean, manual,
2016,GMC,YUKON,$37900,, 50800, excellent, 8 cylinders, 4wd, gas, blue, full-size, clean, automatic, SUV
2007,honda,civic si,$6400,, 154,, 4 cylinders, fwd, gas, red,, rebuilt, automatic,
1991,toyota,corolla,$725,,, fair, 4 cylinders, fwd, gas, silver,, rebuilt, automatic,
1997,toyota,4runner,$5000,,,,,, gas,,, rebuilt, automatic,
2005,vw,new beetle convertible,$4650,, 105000, excellent, 4 cylinders, fwd, gas, grey, compact, clean, automatic, convertible
2017,Hyundai,Elantra,$13995, 5NPD74LF7HH090637, 41539,,, fwd, gas,,, clean, automatic,
2012,Chevrolet,Equinox,, 2GNALBEK2C1243410, 0,,, fwd, gas,,, clean, automatic,
2014,Ford,Focus,$11995, 1FADP3F29EL132208, 28985,,, fwd, gas,,, clean, automatic,
1975,ford,explorer,$5500, 980078283846194,, good, 8 cylinders, rwd, gas, brown, full-size, clean, manual, truck
2010,Ford,F150 XLT,$25900,, 46000, like new, 8 cylinders, 4wd, gas, red, full-size, clean, automatic, truck
2003,ford,ranger,$200,,,,,, gas,,, clean, automatic,
1999,TOYOTA,TACOAMA,$11900,, 141000, excellent, 4 cylinders, 4wd, gas, white, mid-size, clean, automatic, pickup
1999,honda,accord lx,$600,, 200000, fair, 4 cylinders, fwd, gas, green, compact, clean, manual, sedan
2017,CHEVY,SONIC LT / RS,$14900,, 5100, like new, 4 cylinders, fwd, gas, silver, compact, clean, automatic,
2002,cadillac,escalade,$5500,, 170000, good, 8 cylinders, 4wd, gas, white, full-size, clean, automatic, SUV
1991,ford,econoline,$2500,, 284000, good, 8 cylinders, rwd, gas, red, full-size, clean, automatic, van
2011,GMC,Sierra 2500HD,$21999, 1GT220CG9BZ261489, 77525,, 8 cylinders, 4wd, gas, green,, clean, automatic, truck
1992,honda,civic,$400,,,,,, gas,,, salvage, manual,
2016,DODGE,CHALLENGER R/T,$33900,, 10191, like new, 8 cylinders, rwd, gas, blue, full-size, clean, manual, coupe
2007,MAZDA,3 HATCH BACK,$5950,, 161000, excellent, 4 cylinders, fwd, gas, silver, compact, clean, manual, hatchback
2008,ford,f250 super duty,$23500,, 181000,,,, diesel,,, clean, automatic,
1987,bmw,325i,$6999,,,,,, gas,,, clean, automatic,
1999,Ford,F350 Lariat Edition,$16000,, 246123, good, 8 cylinders, 4wd, diesel, white, full-size, clean, manual, truck
1996,suzuki,sidekick,$3200,,, good, 4 cylinders, 4wd, gas,,, clean, manual, SUV
2013,CHEVY,2500 HD X-CAB,$39900,, 60000, excellent, 8 cylinders, 4wd, diesel, silver, full-size, clean, automatic, pickup
2009,HYANDAI,SANTA FE AWD,$9995,, 99000, excellent, 6 cylinders, 4wd, gas, white, mid-size, clean, automatic, SUV
1978,triumph,spitfire 1500,$1500,,,,,, gas, orange,, clean, manual,
1999,subaru,impreza,$2000,,, good, 4 cylinders,, gas, white, compact, rebuilt, automatic, hatchback
2007,chevrolet,1500 silverado,$12500,,,,,, gas,,, clean, automatic,
1999,honda,accord,$600,, 200000, fair, 4 cylinders,, gas,,, clean, manual,
1993,camry,le,$1000,, 210678, good,, fwd, gas, custom, compact, clean, automatic, sedan
1991,Isuzu,,$1000,,,,,, gas,,, clean, manual,
2013,toyota,tundra crew max,$21990,, 117000, excellent, 8 cylinders, 4wd, gas, silver,, clean, automatic, truck
1964,Chevy,nova,$6500,,,,,, gas,,, rebuilt, automatic,
1964,Chevy,nova,$6500,,,,,, gas,,, rebuilt, automatic,
2000,honda,abs,$1000,,, like new,,, gas,,, clean, automatic,
2001,GMC,Yukon XL 2500,$4900,,,,,, gas,,, clean, automatic,
1971,Ford,f100,$8000,,,,, rwd, gas,,, clean, automatic,
2003,Nissan,Frontier,$3800,, 165000, good, 4 cylinders,, gas, white,, clean, manual, truck
2012,Kia,Optima sx,$10999,,,,,, gas,,, salvage, automatic,
1995,nissan,maxima,$800,, 188034, fair,,, gas,,, clean, automatic,
2003,ford,ranger,$4500,, 16366, good,,, gas, green,, clean, automatic,
2014,Toyota,Prius C Two,$12500,, 34500, like new, 4 cylinders, fwd, hybrid, blue, compact, clean, automatic, hatchback
2001,Lexus,RX300,$3875,, 243000, good, 6 cylinders, 4wd, gas, black, full-size, clean, automatic, SUV
1989,Toyota,Pickup,$2000,,, good, 4 cylinders, rwd, gas,,, clean, manual,
2013,RAM,1500 Longhorn 4x4,$35995,, 70250, like new, 8 cylinders, 4wd, gas, white, full-size, lien, automatic, pickup
2007,chevy,tahoe ltz,$8500,, 183000, excellent, 8 cylinders, 4wd, gas, black, full-size, clean, automatic, SUV
2000,dodge,dakota sport,$4000,, 189000,, 6 cylinders, rwd, gas, black,, clean, automatic,
1962,dodge,dart,$19995,,, excellent, 8 cylinders, rwd, gas, custom, full-size, clean, automatic,
2011,scion,tc,$7350,, 95000, excellent,,, gas, white,, rebuilt, automatic,
1995,ford,econoline,$2000,, 280, good,,, gas,,, clean, automatic,
1994,civic,del sol,$3250,, 190000, excellent,, fwd, gas,,, clean, manual,
1981,chevy,c10,$2000,,, good, 8 cylinders, rwd, gas, white,, clean, manual, pickup
2002,Buick,,$4100,, 171000, excellent, 6 cylinders,, gas, blue, mid-size, clean, automatic, SUV
1998,volvo,v70,$1,, 214141, excellent, 5 cylinders, fwd, gas, white,, clean, automatic, wagon
2008,toyota,tundra 4wd truck,$17000,, 178500, good,,, gas,,, clean, automatic,
1999,GMC,Yukon,$11800,, 153549, excellent, 8 cylinders, 4wd, gas,,, clean, automatic, SUV
2012,BMW,328i,$16000,, 54000, like new, 4 cylinders, rwd, gas, white, mid-size, clean, automatic, sedan
2008,chrysler,300c,$8200,, 85000, excellent, 8 cylinders,, gas, red, full-size, clean, automatic, sedan
2015,subaru,xv crosstrek 2.0i limited,$20950,, 45000,,,, gas,,, clean, automatic,
2004,Dodge,Ram,$16000,, 168000, good,,, diesel,,, clean, automatic,
1997,Buick,Skylark,$800,, 115000, fair, 6 cylinders,, gas, blue, mid-size, clean, automatic, sedan
2006,2006,,$6700,, 106000, excellent, 4 cylinders, fwd, gas, white, compact, clean, automatic, sedan
2002,mitsubishi,diamante,$1800,,,,,, gas,,, clean, automatic,
1984,Toyota,4runner,$3500,,,,,, gas,,, clean, manual,
2006,toyota,corolla,$6995, 1NXBR32E56Z58301, 95620, excellent, 4 cylinders, fwd, gas, grey, compact, clean, automatic,
2005,audi,S4,$8995,, 108700, good, 8 cylinders, 4wd, gas, grey, mid-size, clean, automatic,
2009,bmw,x5 xdrive48i,$15900, 5UXFE835X9L171141, 110198, excellent, 8 cylinders, 4wd, gas,, mid-size, clean, automatic, SUV
2010,volkswagen,jetta,$8900, 3VWRZ7AJ2AM068521, 125887, excellent, 4 cylinders, fwd, gas, white, compact, clean, automatic, sedan
2008,Ford,F-450 PU,$12000,,, good, 8 cylinders, 4wd, diesel, black, full-size, clean, automatic, pickup
2005,audi,s4,$9900, WAUXL68E35A037793, 132155, excellent, 8 cylinders, 4wd, gas, silver, compact, clean, manual, wagon
2001,vw,jetta tdi,$2800,, 185550, good,, fwd, diesel, black,, clean, automatic,
1995,Honda,Civic,$800,,,,,, gas,,, lien, manual,
2008,GMC,1500 Yukon Hybrid,$14999,, 97000, excellent, 8 cylinders, 4wd, gas, black, full-size, clean, automatic, SUV
2012,Mini,Cooper Clubman S,$9999,, 97000, excellent, 4 cylinders, fwd, gas, green, compact, clean, automatic, coupe
1980,Camaro,z28,$500,,,,,, gas,,, missing, other,
2006,MERCEDES-BENZ,CLS 500,$6990, WDDDJ75X66A025300, 148675, excellent, 8 cylinders, rwd, gas, black, compact, clean, automatic, sedan
2001,chevy,blazer,$850,,, good, 6 cylinders, rwd, gas, green,, clean, automatic,
2000,ford,f-250 super duty,$10999,,,,,, diesel,,, clean, automatic,
1977,Chevy,,$2500,,,,,, gas,,, clean, manual,
1997,benz,e320,$1600,, 165000,,,, gas,,, clean, automatic,
1996,ford,explorer xlt,$800,, 225000, fair, 6 cylinders, 4wd, gas, green,, clean, automatic, SUV
1989,ford,ranger,$2000,, 160000, excellent, 4 cylinders,, gas, white,, clean, manual,
1998,Honda,Prelude,$1,, 296000, fair, 4 cylinders, fwd, gas, white,, clean, manual, coupe
1995,Honda,Civic,$1500,, 180000, good, 4 cylinders, fwd, gas, white, compact, clean, manual, sedan
1999,chevrolet,silverado,$2300,, 261200, good, 8 cylinders, 4wd, gas, red, full-size, clean, automatic, truck
2008,Scion,xB,$5000,, 179667, excellent,,, gas, white,, clean, manual,
2005,dodge,ram 3500,$22995, P1168, 158000, good, 6 cylinders, 4wd, diesel, brown, full-size, clean, manual, truck
2015,subaru,xv crosstrek,$21900,, 51000, excellent, 4 cylinders, 4wd, hybrid, white, compact, clean, automatic, hatchback
2002,Mits.,Lancer,$800,,,,,, gas,,, clean, automatic,
2009,Acura,TSX,$6800,,,,,, gas,,, clean, manual,
2003,GTI,,$5800,, 151000,,,, gas,,, clean, manual,
2003,honda,accord,$5900,, 106486,,,, gas,,, clean, automatic,
2012,Chevrolet,Equinox,, 2GNALBEK2C1243410, 0,,, fwd, gas,,, clean, automatic,
2011,Nissan,Sentra,$7995, 3N1AB6AP7BL634556, 64020,,, fwd, gas,,, clean, automatic,
2003,Mercedes-Benz,E-Class,$6995, WDBUF70J33A157763, 175728,,, rwd, gas,,, clean, automatic,
1982,bmw,320i,$9995, WBAAG3300C8052650, 125811, excellent, 4 cylinders,, gas, red, compact, clean, manual, coupe
1982,bmw,320i,$9995, WBAAG3300C8052650, 125811, excellent, 4 cylinders,, gas, red, compact, clean, manual, coupe
2001,dodge,lifted ram cummins 2500,$16995, P1164, 133000, excellent, 6 cylinders, 4wd, diesel, blue, full-size, clean, automatic, truck
1989,Jeep,Cherokee,$3000,, 185000, good, 4 cylinders, 4wd, gas, silver,, clean, automatic, SUV
2001,chevy,s-10 blazer,$900,,, good, 6 cylinders, rwd, gas, green,, clean, automatic,
2008,chrysler,pt cruiser,$3000,, 155, excellent, 4 cylinders, fwd, gas,, compact, clean, automatic,
1984,MICHAEL,JORDAN,$4000,,, excellent,,, other,,, clean, other,
1984,MICHAEL,JORDAN,$4000,,, excellent,,, other,,, clean, other,
1977,Ford,,$6700,, 60000, good, 8 cylinders, rwd, gas, custom,, clean, automatic,
2001,buick,lesabre,$900,,, fair, 6 cylinders,, gas,,, clean, automatic,
2003,Buick,Regal,$1800,,,,,, gas,,, clean, automatic,
2007,Toyota,Camry LE,$8950,, 113000, good, 6 cylinders, fwd, gas,, mid-size, clean, automatic, sedan
2013,ford,f-150 xlt,$30000,, 22200, like new, 8 cylinders, 4wd, gas, grey,, clean, automatic, truck
2006,volkswagen,super beetle,$1400,,,, 5 cylinders, fwd, gas,,, clean, automatic,
2013,Ford,F-150,$29747, 1FTFW1ET1DFB11175, 31043,, 6 cylinders, 4wd, gas, silver,, clean, automatic, truck
2017,Ford,Expedition,$37947, 1FMJU1JT1HEA71080, 11737,, 6 cylinders, 4wd, gas, red,, clean, automatic, SUV
2012,scion,tc,$9991,, 74627,, 4 cylinders, fwd, gas, yellow,, clean, automatic, coupe
2001,Ford,F-150,$6747, 1FTRW07L41KE67238, 143130,, 8 cylinders, rwd, gas,,, clean, automatic, truck
2014,Ford,Focus,$10747, 1FADP3F20EL247621, 32355,, 4 cylinders, fwd, gas, grey,, clean, automatic, sedan
2008,Chevrolet,Malibu,$6747, 1G1ZJ57738F186185, 115328,, 6 cylinders, fwd, gas,,, clean, automatic, sedan
2017,Ford,Expedition EL,$40747, 1FMJK1JT9HEA39841, 18854,, 6 cylinders, 4wd, gas, silver,, clean, automatic, SUV
2001,volvo,v70 t5,$1200,,,,,, gas,,, clean, automatic,
1998,honda,civic lx,$1700,,,,,, gas,,, clean, automatic,
1993,dodge,ram w250,$8000,, 289000, good, 6 cylinders, 4wd, diesel,,, clean, automatic,
2013,BMW,650i,$27916, WBAYM9C54DDW20171, 83031,, 8 cylinders, rwd, gas, white,, clean, automatic, coupe
2012,Ram,3500,$42987, 3C63D3EL6CG288765, 71461,, 6 cylinders, 4wd, diesel, black,, clean, manual, truck
2016,Nissan,Sentra,$12987, 3N1AB7AP3GY275559, 45759,, 4 cylinders, fwd, gas, grey,, clean, automatic, sedan
2015,Ford,Transit Connect Wagon,$16998, NM0GE9F71F1197849, 41869,, 4 cylinders, fwd, gas,,, clean, automatic, van
2015,Chevrolet,Volt,$16691, 1G1RB6E42FU106301, 30284,, 4 cylinders, fwd, hybrid, silver,, clean, automatic, sedan
1998,Chevrolet,Lumina,$2600,, 80336, excellent, 6 cylinders, fwd, gas, blue, full-size, clean, automatic, sedan
2017,Nissan,Rogue,$19494, KNMAT2MT6HP514577, 28819,, 4 cylinders, fwd, gas, silver,, clean, automatic, SUV
2014,Chevrolet,Cruze,$9872, 1G1PD5SB6E7359472, 79848,, 4 cylinders, fwd, gas, silver,, clean, manual, sedan
1995,Honda,Accord,$1450,, 203978,, 4 cylinders, fwd, gas, custom, mid-size, clean, automatic, sedan
1998,honda,civic,,, 110000, fair, 4 cylinders, fwd, gas, blue, compact, clean, automatic, sedan
2013,Scion,xD,$8950, JTKKUPB40D1038018, 34500, excellent, 4 cylinders, fwd, gas, grey, compact, clean, manual, hatchback
1966,Chevrolet,,$2200,,,,,, gas,,, clean, manual,
2007,saab,9-3 2.0t,$2500,,, good, 4 cylinders, fwd, gas,,, clean, automatic,
2000,vw,beetle,$2000,, 144000, like new,,, gas, yellow,, clean, automatic, hatchback
1989,camaro,z28,$5000,,,,,, gas,,, clean, automatic,
2012,chevrolet,impala lt,,,, excellent, 6 cylinders, fwd, gas,,, clean, automatic,
1995,1995,e350,$1400,, 239000,,,, gas,,, clean, automatic,
2003,Dodge,Durango SLT,$1000,, 140000,,,, gas,,, rebuilt, automatic,
1995,Ford,e350,$1400,, 206000,,,, gas,,, clean, automatic,
1990,Chevy,c1500,$1550,,,,,, gas,,, clean, manual,
2011,dodge,avenger,,,, excellent, 6 cylinders, fwd, gas,,, clean, automatic,
2013,fiat,500 abarth,$11500,, 12350, excellent, 4 cylinders, fwd, gas, white, sub-compact, clean, manual, hatchback
2011,dodge,avenger,,,, excellent, 6 cylinders, fwd, gas,,, clean, automatic, sedan
2011,GMC,Sierra hybrid SLT,$21750, 3gtp2WE30bg223037, 99765, excellent, 8 cylinders, 4wd, hybrid, silver, full-size, clean, automatic,
2012,master,tow,$1600,,, good,,, other,,, clean, other,
2003,vw,jetta,$750,,,,,, gas,,, clean, automatic,
2001,bmw,z3,$5000,, 112000, good, 6 cylinders, rwd, gas, blue, compact, clean, manual, convertible
2014,Jeep,Grand Cherokee,$20595, 1C4RJFAG2EC178579, 44781,, 6 cylinders, 4wd, gas, grey,, clean, automatic, SUV
1989,gmc,sierra 3500,$5500,, 62000, excellent, 8 cylinders, rwd, gas, white,, clean, manual, pickup
2017,Nissan,Sentra,$15995, 3N1AB7AP1HY385690, 1867,, 4 cylinders, fwd, gas, black,, clean, automatic, sedan
2002,Chevrolet,Corvette,$16500,,,,,, gas,,, clean, manual,
2001,ford,taurus,$1,,,,,, gas,,, clean, automatic,
2013,Chevrolet,Silverado 1500,$25990, 3GCPKSE73DG113307, 65286,, 8 cylinders, 4wd, gas,,, clean, automatic, truck
2016,Jeep,Renegade,$19990, ZACCJBBT4GPC96772, 28405,, 4 cylinders, 4wd, gas, grey,, clean, automatic, SUV
2000,volkswagen,jetta,$1400,,,,,, gas,,, salvage, manual,
